series,holiday,weekday,speed,predict_speed
0,0,6,67.27,67.27
2,0,6,67.27,67.66
4,0,6,67.66,67.76
6,0,6,67.76,68.02
8,0,6,68.02,68.25
10,0,6,68.25,68.54
12,0,6,68.54,68.94
14,0,6,68.94,69.24
16,0,6,69.24,69.84
18,0,6,69.84,70.25
20,0,6,70.25,70.6
22,0,6,70.6,70.91
24,0,6,70.91,71.14
26,0,6,71.14,71.37
28,0,6,71.37,71.66
30,0,6,71.66,71.89
32,0,6,71.89,71.82
34,0,6,71.82,72.09
36,0,6,72.09,72.04
38,0,6,72.04,72.07
40,0,6,72.07,71.94
42,0,6,71.94,72.1
44,0,6,72.1,72.22
46,0,6,72.22,72.35
48,0,6,72.35,72.6
50,0,6,72.6,72.6
52,0,6,72.6,72.75
54,0,6,72.75,72.77
56,0,6,72.77,72.7
58,0,6,72.7,72.64
100,0,6,72.64,72.4
102,0,6,72.4,72.6
104,0,6,72.6,72.52
106,0,6,72.52,72.47
108,0,6,72.47,72.27
110,0,6,72.27,72.13
112,0,6,72.13,72.13
114,0,6,72.13,72.17
116,0,6,72.17,72.12
118,0,6,72.12,72.46
120,0,6,72.46,72.49
122,0,6,72.49,72.59
124,0,6,72.59,72.68
126,0,6,72.68,73.06
128,0,6,73.06,73.38
130,0,6,73.38,73.78
132,0,6,73.78,74.12
134,0,6,74.12,74.57
136,0,6,74.57,74.68
138,0,6,74.68,74.64
140,0,6,74.64,74.57
142,0,6,74.57,74.22
144,0,6,74.22,74.02
146,0,6,74.02,73.98
148,0,6,73.98,73.62
150,0,6,73.62,73.61
152,0,6,73.61,73.45
154,0,6,73.45,73.75
156,0,6,73.75,73.92
158,0,6,73.92,74.35
200,0,6,74.35,74.51
202,0,6,74.51,74.75
204,0,6,74.75,75.01
206,0,6,75.01,74.92
208,0,6,74.92,75.06
210,0,6,75.06,75.06
212,0,6,75.06,75.39
214,0,6,75.39,75.35
216,0,6,75.35,75.3
218,0,6,75.3,75.52
220,0,6,75.52,75.42
222,0,6,75.42,75.58
224,0,6,75.58,75.87
226,0,6,75.87,75.79
228,0,6,75.79,76.34
230,0,6,76.34,76.43
232,0,6,76.43,76.52
234,0,6,76.52,76.46
236,0,6,76.46,76.28
238,0,6,76.28,76.36
240,0,6,76.36,76.23
242,0,6,76.23,76.53
244,0,6,76.53,76.47
246,0,6,76.47,76.5
248,0,6,76.5,76.39
250,0,6,76.39,76.25
252,0,6,76.25,76.09
254,0,6,76.09,75.8
256,0,6,75.8,75.26
258,0,6,75.26,75.04
300,0,6,75.04,74.81
302,0,6,74.81,74.78
304,0,6,74.78,74.62
306,0,6,74.62,74.64
308,0,6,74.64,74.56
310,0,6,74.56,74.57
312,0,6,74.57,74.76
314,0,6,74.76,74.75
316,0,6,74.75,74.84
318,0,6,74.84,74.71
320,0,6,74.71,74.88
322,0,6,74.88,75.03
324,0,6,75.03,75.11
326,0,6,75.11,75.26
328,0,6,75.26,74.9
330,0,6,74.9,75.02
332,0,6,75.02,74.94
334,0,6,74.94,74.86
336,0,6,74.86,74.67
338,0,6,74.67,74.25
340,0,6,74.25,73.71
342,0,6,73.71,73.64
344,0,6,73.64,73.58
346,0,6,73.58,73.52
348,0,6,73.52,73.57
350,0,6,73.57,73.86
352,0,6,73.86,74.2
354,0,6,74.2,74.77
356,0,6,74.77,74.96
358,0,6,74.96,75.23
400,0,6,75.23,75.45
402,0,6,75.45,75.88
404,0,6,75.88,75.44
406,0,6,75.44,75.42
408,0,6,75.42,74.43
410,0,6,74.43,74.2
412,0,6,74.2,73.11
414,0,6,73.11,72.95
416,0,6,72.95,72.82
418,0,6,72.82,72.89
420,0,6,72.89,73.38
422,0,6,73.38,72.86
424,0,6,72.86,73.06
426,0,6,73.06,72.6
428,0,6,72.6,72.09
430,0,6,72.09,71.97
432,0,6,71.97,71.64
434,0,6,71.64,71.51
436,0,6,71.51,71.65
438,0,6,71.65,71.22
440,0,6,71.22,71.66
442,0,6,71.66,71.98
444,0,6,71.98,72.36
446,0,6,72.36,71.9
448,0,6,71.9,74.16
450,0,6,74.16,74.81
452,0,6,74.81,75.61
454,0,6,75.61,74.5
456,0,6,74.5,74.19
458,0,6,74.19,73.62
500,0,6,73.62,73.24
502,0,6,73.24,72.52
504,0,6,72.52,72.03
506,0,6,72.03,71.62
508,0,6,71.62,71.27
510,0,6,71.27,70.91
512,0,6,70.91,70.59
514,0,6,70.59,70.77
516,0,6,70.77,70.85
518,0,6,70.85,70.9
520,0,6,70.9,70.37
522,0,6,70.37,70.58
524,0,6,70.58,70.3
526,0,6,70.3,70.34
528,0,6,70.34,70.38
530,0,6,70.38,70.15
532,0,6,70.15,70.09
534,0,6,70.09,69.87
536,0,6,69.87,69.48
538,0,6,69.48,69.15
540,0,6,69.15,69.53
542,0,6,69.53,69.82
544,0,6,69.82,70.3
546,0,6,70.3,70.36
548,0,6,70.36,70.16
550,0,6,70.16,69.7
552,0,6,69.7,69.1
554,0,6,69.1,68.67
556,0,6,68.67,67.95
558,0,6,67.95,67.99
600,0,6,67.99,67.53
602,0,6,67.53,67.5
604,0,6,67.5,67.24
606,0,6,67.24,67.27
608,0,6,67.27,66.82
610,0,6,66.82,66.74
612,0,6,66.74,66.29
614,0,6,66.29,66.25
616,0,6,66.25,65.9
618,0,6,65.9,65.95
620,0,6,65.95,65.49
622,0,6,65.49,65.59
624,0,6,65.59,65.26
626,0,6,65.26,64.81
628,0,6,64.81,64.45
630,0,6,64.45,64.48
632,0,6,64.48,64.31
634,0,6,64.31,64.22
636,0,6,64.22,63.75
638,0,6,63.75,63.42
640,0,6,63.42,62.98
642,0,6,62.98,62.64
644,0,6,62.64,62.46
646,0,6,62.46,62.01
648,0,6,62.01,61.67
650,0,6,61.67,61.59
652,0,6,61.59,61.69
654,0,6,61.69,61.48
656,0,6,61.48,61.82
658,0,6,61.82,62.02
700,0,6,62.02,61.92
702,0,6,61.92,62.4
704,0,6,62.4,62.45
706,0,6,62.45,62.64
708,0,6,62.64,62.58
710,0,6,62.58,62.28
712,0,6,62.28,61.82
714,0,6,61.82,61.49
716,0,6,61.49,61.04
718,0,6,61.04,61.17
720,0,6,61.17,61.14
722,0,6,61.14,61.02
724,0,6,61.02,60.91
726,0,6,60.91,60.82
728,0,6,60.82,60.89
730,0,6,60.89,60.98
732,0,6,60.98,61.51
734,0,6,61.51,61.19
736,0,6,61.19,61.34
738,0,6,61.34,61.27
740,0,6,61.27,60.92
742,0,6,60.92,60.5
744,0,6,60.5,60.09
746,0,6,60.09,59.8
748,0,6,59.8,59.35
750,0,6,59.35,59.29
752,0,6,59.29,59.21
754,0,6,59.21,59.28
756,0,6,59.28,59.17
758,0,6,59.17,59.22
800,0,6,59.22,59.46
802,0,6,59.46,59.53
804,0,6,59.53,59.46
806,0,6,59.46,59.03
808,0,6,59.03,58.92
810,0,6,58.92,58.36
812,0,6,58.36,57.66
814,0,6,57.66,57.07
816,0,6,57.07,56.69
818,0,6,56.69,56.13
820,0,6,56.13,55.8
822,0,6,55.8,55.3
824,0,6,55.3,54.87
826,0,6,54.87,54.21
828,0,6,54.21,53.89
830,0,6,53.89,53.55
832,0,6,53.55,53.37
834,0,6,53.37,53.7
836,0,6,53.7,53.86
838,0,6,53.86,54.05
840,0,6,54.05,53.75
842,0,6,53.75,53.44
844,0,6,53.44,52.64
846,0,6,52.64,51.9
848,0,6,51.9,51.1
850,0,6,51.1,50.42
852,0,6,50.42,49.65
854,0,6,49.65,48.92
856,0,6,48.92,48.15
858,0,6,48.15,47.48
900,0,6,47.48,46.73
902,0,6,46.73,45.89
904,0,6,45.89,45.05
906,0,6,45.05,43.92
908,0,6,43.92,43.31
910,0,6,43.31,42.39
912,0,6,42.39,42.01
914,0,6,42.01,41.42
916,0,6,41.42,41.24
918,0,6,41.24,41.01
920,0,6,41.01,40.97
922,0,6,40.97,40.79
924,0,6,40.79,40.73
926,0,6,40.73,40.57
928,0,6,40.57,40.61
930,0,6,40.61,40.5
932,0,6,40.5,40.34
934,0,6,40.34,40.25
936,0,6,40.25,40.41
938,0,6,40.41,40.53
940,0,6,40.53,40.54
942,0,6,40.54,41.21
944,0,6,41.21,41.37
946,0,6,41.37,41.86
948,0,6,41.86,42.35
950,0,6,42.35,42.8
952,0,6,42.8,42.22
954,0,6,42.22,41.89
956,0,6,41.89,41.09
958,0,6,41.09,40.06
1000,0,6,40.06,39.04
1002,0,6,39.04,38.07
1004,0,6,38.07,37.29
1006,0,6,37.29,36.7
1008,0,6,36.7,35.88
1010,0,6,35.88,34.59
1012,0,6,34.59,33.74
1014,0,6,33.74,32.61
1016,0,6,32.61,31.35
1018,0,6,31.35,30.44
1020,0,6,30.44,29.47
1022,0,6,29.47,28.59
1024,0,6,28.59,27.27
1026,0,6,27.27,26.08
1028,0,6,26.08,24.98
1030,0,6,24.98,24.32
1032,0,6,24.32,23.7
1034,0,6,23.7,23.17
1036,0,6,23.17,22.4
1038,0,6,22.4,22.01
1040,0,6,22.01,21.6
1042,0,6,21.6,21
1044,0,6,21,20.64
1046,0,6,20.64,20.16
1048,0,6,20.16,19.6
1050,0,6,19.6,18.89
1052,0,6,18.89,18.27
1054,0,6,18.27,17.38
1056,0,6,17.38,16.75
1058,0,6,16.75,15.98
1100,0,6,15.98,15.45
1102,0,6,15.45,14.75
1104,0,6,14.75,14.31
1106,0,6,14.31,14.02
1108,0,6,14.02,14.03
1110,0,6,14.03,14.2
1112,0,6,14.2,14.55
1114,0,6,14.55,14.98
1116,0,6,14.98,15.33
1118,0,6,15.33,15.75
1120,0,6,15.75,16.42
1122,0,6,16.42,17.88
1124,0,6,17.88,18.82
1126,0,6,18.82,19.94
1128,0,6,19.94,20.99
1130,0,6,20.99,21.74
1132,0,6,21.74,22.32
1134,0,6,22.32,23.08
1136,0,6,23.08,23.24
1138,0,6,23.24,23.33
1140,0,6,23.33,23.48
1142,0,6,23.48,23.32
1144,0,6,23.32,22.94
1146,0,6,22.94,22.67
1148,0,6,22.67,22.09
1150,0,6,22.09,21.7
1152,0,6,21.7,21.27
1154,0,6,21.27,21.18
1156,0,6,21.18,21
1158,0,6,21,20.81
1200,0,6,20.81,20.65
1202,0,6,20.65,21.28
1204,0,6,21.28,21.55
1206,0,6,21.55,22.19
1208,0,6,22.19,23.66
1210,0,6,23.66,25.61
1212,0,6,25.61,28.1
1214,0,6,28.1,30.57
1216,0,6,30.57,33.27
1218,0,6,33.27,35.92
1220,0,6,35.92,38.71
1222,0,6,38.71,41.29
1224,0,6,41.29,44.71
1226,0,6,44.71,48.17
1228,0,6,48.17,51.5
1230,0,6,51.5,54.73
1232,0,6,54.73,57.55
1234,0,6,57.55,59.79
1236,0,6,59.79,61.37
1238,0,6,61.37,62.45
1240,0,6,62.45,63.29
1242,0,6,63.29,63.87
1244,0,6,63.87,64.47
1246,0,6,64.47,64.81
1248,0,6,64.81,65.08
1250,0,6,65.08,64.94
1252,0,6,64.94,64.45
1254,0,6,64.45,63.97
1256,0,6,63.97,63.13
1258,0,6,63.13,62.47
1300,0,6,62.47,61.87
1302,0,6,61.87,61.08
1304,0,6,61.08,59.94
1306,0,6,59.94,58.74
1308,0,6,58.74,57.54
1310,0,6,57.54,56.33
1312,0,6,56.33,54.94
1314,0,6,54.94,53.79
1316,0,6,53.79,52.67
1318,0,6,52.67,51.54
1320,0,6,51.54,50.39
1322,0,6,50.39,49.64
1324,0,6,49.64,48.99
1326,0,6,48.99,48.38
1328,0,6,48.38,48.06
1330,0,6,48.06,47.68
1332,0,6,47.68,46.72
1334,0,6,46.72,45.61
1336,0,6,45.61,44.33
1338,0,6,44.33,43.04
1340,0,6,43.04,41.23
1342,0,6,41.23,40.12
1344,0,6,40.12,38.82
1346,0,6,38.82,38
1348,0,6,38,37.42
1350,0,6,37.42,37.05
1352,0,6,37.05,36.34
1354,0,6,36.34,35.49
1356,0,6,35.49,34.48
1358,0,6,34.48,33.18
1400,0,6,33.18,31.77
1402,0,6,31.77,30.35
1404,0,6,30.35,28.73
1406,0,6,28.73,27.4
1408,0,6,27.4,26.2
1410,0,6,26.2,25.52
1412,0,6,25.52,25.1
1414,0,6,25.1,25.39
1416,0,6,25.39,25.73
1418,0,6,25.73,26.43
1420,0,6,26.43,27.58
1422,0,6,27.58,28.93
1424,0,6,28.93,30.17
1426,0,6,30.17,31.63
1428,0,6,31.63,33.23
1430,0,6,33.23,34.74
1432,0,6,34.74,36.04
1434,0,6,36.04,37.28
1436,0,6,37.28,38.48
1438,0,6,38.48,39.44
1440,0,6,39.44,40.49
1442,0,6,40.49,41.05
1444,0,6,41.05,41.71
1446,0,6,41.71,41.99
1448,0,6,41.99,41.35
1450,0,6,41.35,41.11
1452,0,6,41.11,40.04
1454,0,6,40.04,39.01
1456,0,6,39.01,37.91
1458,0,6,37.91,36.69
1500,0,6,36.69,35.77
1502,0,6,35.77,35.13
1504,0,6,35.13,34.8
1506,0,6,34.8,34.75
1508,0,6,34.75,34.81
1510,0,6,34.81,35.08
1512,0,6,35.08,35.24
1514,0,6,35.24,35.66
1516,0,6,35.66,36.01
1518,0,6,36.01,36.33
1520,0,6,36.33,36.79
1522,0,6,36.79,37.15
1524,0,6,37.15,37.28
1526,0,6,37.28,37.14
1528,0,6,37.14,36.8
1530,0,6,36.8,36.5
1532,0,6,36.5,36.27
1534,0,6,36.27,36.29
1536,0,6,36.29,36.49
1538,0,6,36.49,36.86
1540,0,6,36.86,37.21
1542,0,6,37.21,37.84
1544,0,6,37.84,38.28
1546,0,6,38.28,38.46
1548,0,6,38.46,38.72
1550,0,6,38.72,38.86
1552,0,6,38.86,38.75
1554,0,6,38.75,38.48
1556,0,6,38.48,38.38
1558,0,6,38.38,38.01
1600,0,6,38.01,37.81
1602,0,6,37.81,37.95
1604,0,6,37.95,37.96
1606,0,6,37.96,38.1
1608,0,6,38.1,38.47
1610,0,6,38.47,38.47
1612,0,6,38.47,38.51
1614,0,6,38.51,38.49
1616,0,6,38.49,38.11
1618,0,6,38.11,38.49
1620,0,6,38.49,39.16
1622,0,6,39.16,40.45
1624,0,6,40.45,41.97
1626,0,6,41.97,43.38
1628,0,6,43.38,45.05
1630,0,6,45.05,46.77
1632,0,6,46.77,48.97
1634,0,6,48.97,51.89
1636,0,6,51.89,54.21
1638,0,6,54.21,56.86
1640,0,6,56.86,58.91
1642,0,6,58.91,61.17
1644,0,6,61.17,62.7
1646,0,6,62.7,64.16
1648,0,6,64.16,63.99
1650,0,6,63.99,63.87
1652,0,6,63.87,62.73
1654,0,6,62.73,61.66
1656,0,6,61.66,60.09
1658,0,6,60.09,58.42
1700,0,6,58.42,56.76
1702,0,6,56.76,55.31
1704,0,6,55.31,53.95
1706,0,6,53.95,52.43
1708,0,6,52.43,51.24
1710,0,6,51.24,49.83
1712,0,6,49.83,48.92
1714,0,6,48.92,47.57
1716,0,6,47.57,46.04
1718,0,6,46.04,44.61
1720,0,6,44.61,43
1722,0,6,43,41.33
1724,0,6,41.33,39.88
1726,0,6,39.88,38.21
1728,0,6,38.21,36.75
1730,0,6,36.75,35.14
1732,0,6,35.14,33.62
1734,0,6,33.62,32.22
1736,0,6,32.22,31.1
1738,0,6,31.1,30.12
1740,0,6,30.12,29.17
1742,0,6,29.17,28.34
1744,0,6,28.34,27.69
1746,0,6,27.69,27.42
1748,0,6,27.42,27.28
1750,0,6,27.28,27.25
1752,0,6,27.25,27.13
1754,0,6,27.13,26.86
1756,0,6,26.86,26.72
1758,0,6,26.72,26.62
1800,0,6,26.62,26.53
1802,0,6,26.53,26.52
1804,0,6,26.52,26.49
1806,0,6,26.49,26.6
1808,0,6,26.6,26.46
1810,0,6,26.46,26.22
1812,0,6,26.22,26.16
1814,0,6,26.16,25.94
1816,0,6,25.94,25.96
1818,0,6,25.96,26.42
1820,0,6,26.42,27.02
1822,0,6,27.02,28.26
1824,0,6,28.26,30.13
1826,0,6,30.13,32.23
1828,0,6,32.23,34.75
1830,0,6,34.75,36.89
1832,0,6,36.89,39.59
1834,0,6,39.59,41.94
1836,0,6,41.94,44.66
1838,0,6,44.66,47.09
1840,0,6,47.09,49.52
1842,0,6,49.52,51.5
1844,0,6,51.5,53.07
1846,0,6,53.07,54.61
1848,0,6,54.61,55.72
1850,0,6,55.72,56.51
1852,0,6,56.51,56.86
1854,0,6,56.86,57.2
1856,0,6,57.2,57.08
1858,0,6,57.08,57.23
1900,0,6,57.23,56.51
1902,0,6,56.51,56.13
1904,0,6,56.13,55.84
1906,0,6,55.84,55.66
1908,0,6,55.66,55.57
1910,0,6,55.57,55.45
1912,0,6,55.45,55.43
1914,0,6,55.43,55.57
1916,0,6,55.57,55.7
1918,0,6,55.7,56.23
1920,0,6,56.23,56.65
1922,0,6,56.65,56.69
1924,0,6,56.69,57.04
1926,0,6,57.04,57.14
1928,0,6,57.14,57.28
1930,0,6,57.28,57.57
1932,0,6,57.57,57.94
1934,0,6,57.94,58.2
1936,0,6,58.2,58.29
1938,0,6,58.29,58.41
1940,0,6,58.41,58.97
1942,0,6,58.97,59.19
1944,0,6,59.19,59.35
1946,0,6,59.35,59.68
1948,0,6,59.68,59.96
1950,0,6,59.96,60.35
1952,0,6,60.35,60.46
1954,0,6,60.46,60.58
1956,0,6,60.58,60.58
1958,0,6,60.58,60.24
2000,0,6,60.24,60.17
2002,0,6,60.17,59.87
2004,0,6,59.87,59.54
2006,0,6,59.54,59.37
2008,0,6,59.37,58.97
2010,0,6,58.97,58.68
2012,0,6,58.68,58.43
2014,0,6,58.43,58.33
2016,0,6,58.33,58.01
2018,0,6,58.01,58
2020,0,6,58,57.78
2022,0,6,57.78,57.74
2024,0,6,57.74,57.56
2026,0,6,57.56,57.58
2028,0,6,57.58,57.61
2030,0,6,57.61,57.65
2032,0,6,57.65,57.63
2034,0,6,57.63,57.51
2036,0,6,57.51,57.43
2038,0,6,57.43,57.06
2040,0,6,57.06,57.23
2042,0,6,57.23,57.01
2044,0,6,57.01,57.01
2046,0,6,57.01,56.98
2048,0,6,56.98,57.28
2050,0,6,57.28,57.19
2052,0,6,57.19,57.28
2054,0,6,57.28,57.33
2056,0,6,57.33,57.49
2058,0,6,57.49,57.56
2100,0,6,57.56,57.79
2102,0,6,57.79,57.92
2104,0,6,57.92,58.18
2106,0,6,58.18,58.03
2108,0,6,58.03,58.41
2110,0,6,58.41,58.46
2112,0,6,58.46,58.67
2114,0,6,58.67,58.66
2116,0,6,58.66,58.73
2118,0,6,58.73,58.93
2120,0,6,58.93,58.81
2122,0,6,58.81,58.71
2124,0,6,58.71,58.86
2126,0,6,58.86,58.88
2128,0,6,58.88,59.04
2130,0,6,59.04,59.05
2132,0,6,59.05,59.34
2134,0,6,59.34,59.02
2136,0,6,59.02,58.87
2138,0,6,58.87,59.31
2140,0,6,59.31,59.29
2142,0,6,59.29,59.76
2144,0,6,59.76,59.78
2146,0,6,59.78,60.32
2148,0,6,60.32,60.52
2150,0,6,60.52,60.64
2152,0,6,60.64,60.98
2154,0,6,60.98,61.23
2156,0,6,61.23,61.6
2158,0,6,61.6,61.83
2200,0,6,61.83,62.01
2202,0,6,62.01,62.31
2204,0,6,62.31,62.65
2206,0,6,62.65,62.61
2208,0,6,62.61,62.94
2210,0,6,62.94,63.05
2212,0,6,63.05,63.54
2214,0,6,63.54,63.79
2216,0,6,63.79,64.19
2218,0,6,64.19,64.49
2220,0,6,64.49,64.98
2222,0,6,64.98,65.25
2224,0,6,65.25,65.44
2226,0,6,65.44,65.49
2228,0,6,65.49,65.8
2230,0,6,65.8,65.95
2232,0,6,65.95,66.16
2234,0,6,66.16,66.26
2236,0,6,66.26,66.31
2238,0,6,66.31,66.32
2240,0,6,66.32,66.15
2242,0,6,66.15,66.31
2244,0,6,66.31,66.07
2246,0,6,66.07,66.17
2248,0,6,66.17,66.29
2250,0,6,66.29,66.76
2252,0,6,66.76,67.11
2254,0,6,67.11,67.32
2256,0,6,67.32,67.52
2258,0,6,67.52,67.54
2300,0,6,67.54,67.75
2302,0,6,67.75,68.01
2304,0,6,68.01,67.89
2306,0,6,67.89,68.24
2308,0,6,68.24,68.09
2310,0,6,68.09,67.97
2312,0,6,67.97,67.99
2314,0,6,67.99,67.71
2316,0,6,67.71,67.88
2318,0,6,67.88,67.52
2320,0,6,67.52,67.69
2322,0,6,67.69,67.78
2324,0,6,67.78,67.75
2326,0,6,67.75,67.91
2328,0,6,67.91,68.06
2330,0,6,68.06,68.09
2332,0,6,68.09,68.34
2334,0,6,68.34,68.64
2336,0,6,68.64,68.91
2338,0,6,68.91,69.46
2340,0,6,69.46,69.93
2342,0,6,69.93,70.27
2344,0,6,70.27,70.04
2346,0,6,70.04,70.52
2348,0,6,70.52,70.54
2350,0,6,70.54,70.6
2352,0,6,70.6,70.64
2354,0,6,70.64,70.65
2356,0,6,70.65,70.72
2358,0,6,70.72,71.08
0,0,7,71.08,71.27
2,0,7,71.27,71.55
4,0,7,71.55,71.78
6,0,7,71.78,72.19
8,0,7,72.19,72.5
10,0,7,72.5,73.03
12,0,7,73.03,73.58
14,0,7,73.58,73.55
16,0,7,73.55,73.81
18,0,7,73.81,73.71
20,0,7,73.71,74.1
22,0,7,74.1,74.09
24,0,7,74.09,74.22
26,0,7,74.22,74.37
28,0,7,74.37,74.7
30,0,7,74.7,74.7
32,0,7,74.7,74.86
34,0,7,74.86,74.87
36,0,7,74.87,74.93
38,0,7,74.93,74.7
40,0,7,74.7,74.72
42,0,7,74.72,74.44
44,0,7,74.44,74.04
46,0,7,74.04,73.77
48,0,7,73.77,73.7
50,0,7,73.7,73.3
52,0,7,73.3,73.15
54,0,7,73.15,72.87
56,0,7,72.87,72.89
58,0,7,72.89,72.78
100,0,7,72.78,72.79
102,0,7,72.79,72.81
104,0,7,72.81,72.84
106,0,7,72.84,72.97
108,0,7,72.97,72.81
110,0,7,72.81,72.92
112,0,7,72.92,73.12
114,0,7,73.12,73.15
116,0,7,73.15,73.31
118,0,7,73.31,73.36
120,0,7,73.36,73.58
122,0,7,73.58,73.73
124,0,7,73.73,73.68
126,0,7,73.68,73.59
128,0,7,73.59,73.66
130,0,7,73.66,73.73
132,0,7,73.73,73.93
134,0,7,73.93,74.14
136,0,7,74.14,74.37
138,0,7,74.37,74.39
140,0,7,74.39,74.58
142,0,7,74.58,74.62
144,0,7,74.62,74.42
146,0,7,74.42,74.36
148,0,7,74.36,74.44
150,0,7,74.44,74.27
152,0,7,74.27,74.11
154,0,7,74.11,73.93
156,0,7,73.93,73.72
158,0,7,73.72,73.64
200,0,7,73.64,73.55
202,0,7,73.55,73.38
204,0,7,73.38,73.3
206,0,7,73.3,73.6
208,0,7,73.6,73.68
210,0,7,73.68,73.67
212,0,7,73.67,74.22
214,0,7,74.22,74.23
216,0,7,74.23,74.55
218,0,7,74.55,74.61
220,0,7,74.61,75.09
222,0,7,75.09,75.52
224,0,7,75.52,75.82
226,0,7,75.82,76.11
228,0,7,76.11,76.15
230,0,7,76.15,76.22
232,0,7,76.22,76.11
234,0,7,76.11,75.92
236,0,7,75.92,75.73
238,0,7,75.73,75.47
240,0,7,75.47,75.43
242,0,7,75.43,75.34
244,0,7,75.34,75.05
246,0,7,75.05,75.14
248,0,7,75.14,75.09
250,0,7,75.09,75.45
252,0,7,75.45,75.84
254,0,7,75.84,76.03
256,0,7,76.03,76.21
258,0,7,76.21,76.3
300,0,7,76.3,76.44
302,0,7,76.44,76.67
304,0,7,76.67,76.81
306,0,7,76.81,76.78
308,0,7,76.78,76.58
310,0,7,76.58,76.92
312,0,7,76.92,76.65
314,0,7,76.65,76.57
316,0,7,76.57,76.55
318,0,7,76.55,76.49
320,0,7,76.49,76.56
322,0,7,76.56,76.34
324,0,7,76.34,76.56
326,0,7,76.56,76.02
328,0,7,76.02,76.08
330,0,7,76.08,75.08
332,0,7,75.08,75.08
334,0,7,75.08,74.74
336,0,7,74.74,74.38
338,0,7,74.38,73.85
340,0,7,73.85,73.38
342,0,7,73.38,72.26
344,0,7,72.26,71.38
346,0,7,71.38,70.56
348,0,7,70.56,69.35
350,0,7,69.35,69.2
352,0,7,69.2,68.83
354,0,7,68.83,68.87
356,0,7,68.87,68.72
358,0,7,68.72,68.72
400,0,7,68.72,68.99
402,0,7,68.99,68.06
404,0,7,68.06,68.82
406,0,7,68.82,68.47
408,0,7,68.47,69.21
410,0,7,69.21,68.05
412,0,7,68.05,68.99
414,0,7,68.99,68.7
416,0,7,68.7,70.75
418,0,7,70.75,72.36
420,0,7,72.36,72.84
422,0,7,72.84,73.96
424,0,7,73.96,73.72
426,0,7,73.72,75.56
428,0,7,75.56,75.13
430,0,7,75.13,76.02
432,0,7,76.02,76.33
434,0,7,76.33,76.7
436,0,7,76.7,76.74
438,0,7,76.74,77.14
440,0,7,77.14,74.5
442,0,7,74.5,74.18
444,0,7,74.18,72.92
446,0,7,72.92,72.51
448,0,7,72.51,71.8
450,0,7,71.8,71.34
452,0,7,71.34,70.93
454,0,7,70.93,70.16
456,0,7,70.16,70.19
458,0,7,70.19,69.85
500,0,7,69.85,69.7
502,0,7,69.7,69.93
504,0,7,69.93,70.08
506,0,7,70.08,71
508,0,7,71,71.54
510,0,7,71.54,72
512,0,7,72,72.14
514,0,7,72.14,72.56
516,0,7,72.56,72.25
518,0,7,72.25,72.32
520,0,7,72.32,72.58
522,0,7,72.58,72.19
524,0,7,72.19,71.97
526,0,7,71.97,71.3
528,0,7,71.3,70.97
530,0,7,70.97,70.21
532,0,7,70.21,69.83
534,0,7,69.83,69.22
536,0,7,69.22,68.81
538,0,7,68.81,68.33
540,0,7,68.33,68.21
542,0,7,68.21,67.89
544,0,7,67.89,67.23
546,0,7,67.23,67.13
548,0,7,67.13,66.64
550,0,7,66.64,66.42
552,0,7,66.42,66.65
554,0,7,66.65,67.15
556,0,7,67.15,67.58
558,0,7,67.58,68.07
600,0,7,68.07,67.93
602,0,7,67.93,67.86
604,0,7,67.86,68.05
606,0,7,68.05,68.16
608,0,7,68.16,68.14
610,0,7,68.14,68.18
612,0,7,68.18,68.1
614,0,7,68.1,68.01
616,0,7,68.01,68.03
618,0,7,68.03,67.84
620,0,7,67.84,67.71
622,0,7,67.71,67.17
624,0,7,67.17,66.55
626,0,7,66.55,66.02
628,0,7,66.02,65.46
630,0,7,65.46,65.18
632,0,7,65.18,64.81
634,0,7,64.81,64.94
636,0,7,64.94,65.16
638,0,7,65.16,65.5
640,0,7,65.5,65.75
642,0,7,65.75,65.8
644,0,7,65.8,66.19
646,0,7,66.19,65.89
648,0,7,65.89,66
650,0,7,66,65.88
652,0,7,65.88,66.34
654,0,7,66.34,66.09
656,0,7,66.09,66.4
658,0,7,66.4,66
700,0,7,66,66.01
702,0,7,66.01,65.78
704,0,7,65.78,65.96
706,0,7,65.96,66.18
708,0,7,66.18,66.42
710,0,7,66.42,66.48
712,0,7,66.48,66.31
714,0,7,66.31,66.29
716,0,7,66.29,65.96
718,0,7,65.96,65.61
720,0,7,65.61,64.86
722,0,7,64.86,64.25
724,0,7,64.25,63.42
726,0,7,63.42,62.95
728,0,7,62.95,62.54
730,0,7,62.54,61.85
732,0,7,61.85,61.72
734,0,7,61.72,61.58
736,0,7,61.58,61.41
738,0,7,61.41,61.42
740,0,7,61.42,61.58
742,0,7,61.58,61.59
744,0,7,61.59,61.7
746,0,7,61.7,61.45
748,0,7,61.45,61.6
750,0,7,61.6,61.77
752,0,7,61.77,62.19
754,0,7,62.19,62.57
756,0,7,62.57,62.72
758,0,7,62.72,62.83
800,0,7,62.83,62.64
802,0,7,62.64,62.84
804,0,7,62.84,62.59
806,0,7,62.59,62.59
808,0,7,62.59,62.37
810,0,7,62.37,62.2
812,0,7,62.2,62.1
814,0,7,62.1,62.27
816,0,7,62.27,62.58
818,0,7,62.58,62.72
820,0,7,62.72,62.74
