series,holiday,weekday,speed,predict_speed
1824,0,1,43.01,41.67
1826,0,1,41.67,40.46
1828,0,1,40.46,39.59
1830,0,1,39.59,38.81
1832,0,1,38.81,39.09
1834,0,1,39.09,39.86
1836,0,1,39.86,41.05
1838,0,1,41.05,42.59
1840,0,1,42.59,44.19
1842,0,1,44.19,45.98
1844,0,1,45.98,47.76
1846,0,1,47.76,49.9
1848,0,1,49.9,51.85
1850,0,1,51.85,53.56
1852,0,1,53.56,54.86
1854,0,1,54.86,56.3
1856,0,1,56.3,57.35
1858,0,1,57.35,58.23
1900,0,1,58.23,59.1
1902,0,1,59.1,59.41
1904,0,1,59.41,59.99
1906,0,1,59.99,60.42
1908,0,1,60.42,60.84
1910,0,1,60.84,61.23
1912,0,1,61.23,61.65
1914,0,1,61.65,61.81
1916,0,1,61.81,62.41
1918,0,1,62.41,62.42
1920,0,1,62.42,62.44
1922,0,1,62.44,62.43
1924,0,1,62.43,62.19
1926,0,1,62.19,61.87
1928,0,1,61.87,61.38
1930,0,1,61.38,61.11
1932,0,1,61.11,60.61
1934,0,1,60.61,60.85
1936,0,1,60.85,60.69
1938,0,1,60.69,60.76
1940,0,1,60.76,60.6
1942,0,1,60.6,60.64
1944,0,1,60.64,60.88
1946,0,1,60.88,61.08
1948,0,1,61.08,61.32
1950,0,1,61.32,61.78
1952,0,1,61.78,61.89
1954,0,1,61.89,62.11
1956,0,1,62.11,62.13
1958,0,1,62.13,62.24
2000,0,1,62.24,62.68
2002,0,1,62.68,63.06
2004,0,1,63.06,63.14
2006,0,1,63.14,62.79
2008,0,1,62.79,62.64
2010,0,1,62.64,62.46
2012,0,1,62.46,61.63
2014,0,1,61.63,60.63
2016,0,1,60.63,59.53
2018,0,1,59.53,58.16
2020,0,1,58.16,57.07
2022,0,1,57.07,56.31
2024,0,1,56.31,55.73
2026,0,1,55.73,54.91
2028,0,1,54.91,54.59
2030,0,1,54.59,54.38
2032,0,1,54.38,53.88
2034,0,1,53.88,53.71
2036,0,1,53.71,53.82
2038,0,1,53.82,54.25
2040,0,1,54.25,54.57
2042,0,1,54.57,54.78
2044,0,1,54.78,54.87
2046,0,1,54.87,55.15
2048,0,1,55.15,55.5
2050,0,1,55.5,55.64
2052,0,1,55.64,55.73
2054,0,1,55.73,55.74
2056,0,1,55.74,56.01
2058,0,1,56.01,56.24
2100,0,1,56.24,56.57
2102,0,1,56.57,56.89
2104,0,1,56.89,57.47
2106,0,1,57.47,57.9
2108,0,1,57.9,57.87
2110,0,1,57.87,58.68
2112,0,1,58.68,58.9
2114,0,1,58.9,59.64
2116,0,1,59.64,59.65
2118,0,1,59.65,60.27
2120,0,1,60.27,60.64
2122,0,1,60.64,60.67
2124,0,1,60.67,60.88
2126,0,1,60.88,60.51
2128,0,1,60.51,60.67
2130,0,1,60.67,60.54
2132,0,1,60.54,60.59
2134,0,1,60.59,60.52
2136,0,1,60.52,60.64
2138,0,1,60.64,60.69
2140,0,1,60.69,60.56
2142,0,1,60.56,60.91
2144,0,1,60.91,61.11
2146,0,1,61.11,61.55
2148,0,1,61.55,62.22
2150,0,1,62.22,62.58
2152,0,1,62.58,62.82
2154,0,1,62.82,63.04
2156,0,1,63.04,63.11
2158,0,1,63.11,63.21
2200,0,1,63.21,63.52
2202,0,1,63.52,63.51
2204,0,1,63.51,63.61
2206,0,1,63.61,63.8
2208,0,1,63.8,63.86
2210,0,1,63.86,63.88
2212,0,1,63.88,63.93
2214,0,1,63.93,63.99
2216,0,1,63.99,64.23
2218,0,1,64.23,64.34
2220,0,1,64.34,64.46
2222,0,1,64.46,64.23
2224,0,1,64.23,64.21
2226,0,1,64.21,64.09
2228,0,1,64.09,63.7
2230,0,1,63.7,63.75
2232,0,1,63.75,63.43
2234,0,1,63.43,63.52
2236,0,1,63.52,63.57
2238,0,1,63.57,63.52
2240,0,1,63.52,63.5
2242,0,1,63.5,63.62
2244,0,1,63.62,63.8
2246,0,1,63.8,63.8
2248,0,1,63.8,64.17
2250,0,1,64.17,64.59
2252,0,1,64.59,64.93
2254,0,1,64.93,65.29
2256,0,1,65.29,65.67
2258,0,1,65.67,65.64
2300,0,1,65.64,65.81
2302,0,1,65.81,65.78
2304,0,1,65.78,65.93
2306,0,1,65.93,66.21
2308,0,1,66.21,66.57
2310,0,1,66.57,66.84
2312,0,1,66.84,67.24
2314,0,1,67.24,67.44
2316,0,1,67.44,67.95
2318,0,1,67.95,67.97
2320,0,1,67.97,68.17
2322,0,1,68.17,68.11
2324,0,1,68.11,68
2326,0,1,68,67.95
2328,0,1,67.95,67.8
2330,0,1,67.8,68.16
2332,0,1,68.16,68.14
2334,0,1,68.14,68.55
2336,0,1,68.55,68.69
2338,0,1,68.69,68.99
2340,0,1,68.99,69.35
2342,0,1,69.35,69.72
2344,0,1,69.72,70.02
2346,0,1,70.02,70.21
2348,0,1,70.21,70.55
2350,0,1,70.55,70.7
2352,0,1,70.7,70.95
2354,0,1,70.95,71.28
2356,0,1,71.28,71.34
2358,0,1,71.34,71.5
0,0,2,71.5,71.59
2,0,2,71.59,71.72
4,0,2,71.72,71.7
6,0,2,71.7,71.84
8,0,2,71.84,71.95
10,0,2,71.95,72.36
12,0,2,72.36,72.47
14,0,2,72.47,72.5
16,0,2,72.5,72.14
18,0,2,72.14,71.96
20,0,2,71.96,71.57
22,0,2,71.57,71.78
24,0,2,71.78,71.59
26,0,2,71.59,71.6
28,0,2,71.6,71.63
30,0,2,71.63,71.89
32,0,2,71.89,72.06
34,0,2,72.06,72.13
36,0,2,72.13,72.38
38,0,2,72.38,72.11
40,0,2,72.11,72.24
42,0,2,72.24,72.18
44,0,2,72.18,72.09
46,0,2,72.09,72.06
48,0,2,72.06,72.04
50,0,2,72.04,71.73
52,0,2,71.73,71.64
54,0,2,71.64,71.49
56,0,2,71.49,71.37
58,0,2,71.37,71.28
100,0,2,71.28,71.42
102,0,2,71.42,71.54
104,0,2,71.54,71.77
106,0,2,71.77,72.16
108,0,2,72.16,72.35
110,0,2,72.35,72.73
112,0,2,72.73,73.07
114,0,2,73.07,73.39
116,0,2,73.39,73.68
118,0,2,73.68,73.77
120,0,2,73.77,73.98
122,0,2,73.98,74.23
124,0,2,74.23,74.26
126,0,2,74.26,74.44
128,0,2,74.44,74.43
130,0,2,74.43,75.02
132,0,2,75.02,75.1
134,0,2,75.1,75.46
136,0,2,75.46,75.24
138,0,2,75.24,75.12
140,0,2,75.12,74.66
142,0,2,74.66,74.64
144,0,2,74.64,74.5
146,0,2,74.5,74.58
148,0,2,74.58,74.37
150,0,2,74.37,74.38
152,0,2,74.38,73.99
154,0,2,73.99,74.04
156,0,2,74.04,73.66
158,0,2,73.66,73.65
200,0,2,73.65,73.41
202,0,2,73.41,73.31
204,0,2,73.31,73.25
206,0,2,73.25,72.89
208,0,2,72.89,72.96
210,0,2,72.96,72.86
212,0,2,72.86,72.72
214,0,2,72.72,73.01
216,0,2,73.01,73.07
218,0,2,73.07,73.26
220,0,2,73.26,73.26
222,0,2,73.26,73.33
224,0,2,73.33,73.65
226,0,2,73.65,73.38
228,0,2,73.38,73.88
230,0,2,73.88,73.94
232,0,2,73.94,74.13
234,0,2,74.13,73.91
236,0,2,73.91,73.46
238,0,2,73.46,72.93
240,0,2,72.93,72.29
242,0,2,72.29,71.41
244,0,2,71.41,71.12
246,0,2,71.12,69.99
248,0,2,69.99,69.97
250,0,2,69.97,70.54
252,0,2,70.54,71.3
254,0,2,71.3,71.94
256,0,2,71.94,72.56
258,0,2,72.56,72.72
300,0,2,72.72,72.5
302,0,2,72.5,72.32
304,0,2,72.32,72.01
306,0,2,72.01,71.47
308,0,2,71.47,70.85
310,0,2,70.85,70.42
312,0,2,70.42,69.64
314,0,2,69.64,69.21
316,0,2,69.21,68.74
318,0,2,68.74,69.23
320,0,2,69.23,68.85
322,0,2,68.85,69.1
324,0,2,69.1,68.83
326,0,2,68.83,68.09
328,0,2,68.09,69.65
330,0,2,69.65,68.59
332,0,2,68.59,70.13
334,0,2,70.13,71.19
336,0,2,71.19,70.22
338,0,2,70.22,71.38
340,0,2,71.38,71.43
342,0,2,71.43,71.76
344,0,2,71.76,71.75
346,0,2,71.75,72.56
348,0,2,72.56,72.91
350,0,2,72.91,73.44
352,0,2,73.44,74.48
354,0,2,74.48,74.63
356,0,2,74.63,75.04
358,0,2,75.04,74.11
400,0,2,74.11,74.35
402,0,2,74.35,75.55
404,0,2,75.55,74.98
406,0,2,74.98,73.98
408,0,2,73.98,73.44
410,0,2,73.44,72.92
412,0,2,72.92,73.85
414,0,2,73.85,72.98
416,0,2,72.98,73.65
418,0,2,73.65,73.36
420,0,2,73.36,73.96
422,0,2,73.96,73.36
424,0,2,73.36,74.4
426,0,2,74.4,74.1
428,0,2,74.1,74.55
430,0,2,74.55,74.74
432,0,2,74.74,74.84
434,0,2,74.84,75.28
436,0,2,75.28,75.54
438,0,2,75.54,75.69
440,0,2,75.69,76.05
442,0,2,76.05,76.15
444,0,2,76.15,76.14
446,0,2,76.14,76.2
448,0,2,76.2,75.84
450,0,2,75.84,74.47
452,0,2,74.47,74.58
454,0,2,74.58,73.97
456,0,2,73.97,74.96
458,0,2,74.96,75.47
500,0,2,75.47,76.24
502,0,2,76.24,76.77
504,0,2,76.77,77.43
506,0,2,77.43,77.39
508,0,2,77.39,77.52
510,0,2,77.52,77.49
512,0,2,77.49,77.04
514,0,2,77.04,77.36
516,0,2,77.36,77.32
518,0,2,77.32,77.13
520,0,2,77.13,76.96
522,0,2,76.96,74.86
524,0,2,74.86,73.73
526,0,2,73.73,72.38
528,0,2,72.38,70.79
530,0,2,70.79,69.79
532,0,2,69.79,68.59
534,0,2,68.59,67.94
536,0,2,67.94,68.33
538,0,2,68.33,68.68
540,0,2,68.68,69.46
542,0,2,69.46,69.64
544,0,2,69.64,69.64
546,0,2,69.64,69.49
548,0,2,69.49,69.29
550,0,2,69.29,69.03
552,0,2,69.03,68.73
554,0,2,68.73,68.28
556,0,2,68.28,67.54
558,0,2,67.54,66.75
600,0,2,66.75,65.99
602,0,2,65.99,65.21
604,0,2,65.21,64.54
606,0,2,64.54,64.33
608,0,2,64.33,63.81
610,0,2,63.81,63.73
612,0,2,63.73,63.38
614,0,2,63.38,63.11
616,0,2,63.11,62.86
618,0,2,62.86,62.4
620,0,2,62.4,62.12
622,0,2,62.12,61.47
624,0,2,61.47,61.21
626,0,2,61.21,60.88
628,0,2,60.88,60.41
630,0,2,60.41,59.92
632,0,2,59.92,59.61
634,0,2,59.61,59.14
636,0,2,59.14,58.77
638,0,2,58.77,58.01
640,0,2,58.01,57.72
642,0,2,57.72,56.99
644,0,2,56.99,56.71
646,0,2,56.71,56.32
648,0,2,56.32,55.78
650,0,2,55.78,55.89
652,0,2,55.89,55.04
654,0,2,55.04,54.49
656,0,2,54.49,53.63
658,0,2,53.63,52.5
700,0,2,52.5,51.32
702,0,2,51.32,50.38
704,0,2,50.38,49.48
706,0,2,49.48,48.83
708,0,2,48.83,48.17
710,0,2,48.17,47.5
712,0,2,47.5,46.83
714,0,2,46.83,46.54
716,0,2,46.54,47.28
718,0,2,47.28,47.73
720,0,2,47.73,49.03
722,0,2,49.03,50.04
724,0,2,50.04,51.29
726,0,2,51.29,52.2
728,0,2,52.2,53.69
730,0,2,53.69,54.74
732,0,2,54.74,56.14
734,0,2,56.14,56.8
736,0,2,56.8,57.08
738,0,2,57.08,57
740,0,2,57,56.95
742,0,2,56.95,56.82
744,0,2,56.82,56.82
746,0,2,56.82,56.85
748,0,2,56.85,57.01
750,0,2,57.01,56.6
752,0,2,56.6,56.36
754,0,2,56.36,55.34
756,0,2,55.34,53.82
758,0,2,53.82,51.02
800,0,2,51.02,47.83
802,0,2,47.83,43.76
804,0,2,43.76,39.73
806,0,2,39.73,36.1
808,0,2,36.1,33.66
810,0,2,33.66,31.75
812,0,2,31.75,30.59
814,0,2,30.59,29.89
816,0,2,29.89,29.54
818,0,2,29.54,29.36
820,0,2,29.36,29.5
822,0,2,29.5,29.69
824,0,2,29.69,29.86
826,0,2,29.86,29.49
828,0,2,29.49,29.13
830,0,2,29.13,28.46
832,0,2,28.46,27.91
834,0,2,27.91,26.94
836,0,2,26.94,26.28
838,0,2,26.28,25.13
840,0,2,25.13,24.38
842,0,2,24.38,23.69
844,0,2,23.69,22.83
846,0,2,22.83,22.39
848,0,2,22.39,21.84
850,0,2,21.84,21.47
852,0,2,21.47,21.23
854,0,2,21.23,20.99
856,0,2,20.99,20.54
858,0,2,20.54,20.23
900,0,2,20.23,19.88
902,0,2,19.88,19.7
904,0,2,19.7,19.44
906,0,2,19.44,19.44
908,0,2,19.44,19.22
910,0,2,19.22,19.14
912,0,2,19.14,18.92
914,0,2,18.92,18.64
916,0,2,18.64,18.43
918,0,2,18.43,18.32
920,0,2,18.32,18.25
922,0,2,18.25,18.18
924,0,2,18.18,17.98
926,0,2,17.98,17.69
928,0,2,17.69,17.39
930,0,2,17.39,17.21
932,0,2,17.21,16.87
934,0,2,16.87,16.74
936,0,2,16.74,16.4
938,0,2,16.4,16.16
940,0,2,16.16,15.95
942,0,2,15.95,15.75
944,0,2,15.75,15.6
946,0,2,15.6,15.96
948,0,2,15.96,16.34
950,0,2,16.34,16.89
952,0,2,16.89,17.23
954,0,2,17.23,17.53
956,0,2,17.53,17.64
958,0,2,17.64,17.68
1000,0,2,17.68,17.93
1002,0,2,17.93,18.65
1004,0,2,18.65,19.32
1006,0,2,19.32,20.14
1008,0,2,20.14,21.25
1010,0,2,21.25,22.26
1012,0,2,22.26,23.22
1014,0,2,23.22,24.21
1016,0,2,24.21,24.82
1018,0,2,24.82,25.42
1020,0,2,25.42,26.39
1022,0,2,26.39,26.97
1024,0,2,26.97,27.6
1026,0,2,27.6,28.19
1028,0,2,28.19,28.61
1030,0,2,28.61,29.08
1032,0,2,29.08,29.34
1034,0,2,29.34,29.68
1036,0,2,29.68,29.71
1038,0,2,29.71,30.14
1040,0,2,30.14,30.6
1042,0,2,30.6,31
1044,0,2,31,31.43
1046,0,2,31.43,31.93
1048,0,2,31.93,32.55
1050,0,2,32.55,33.12
1052,0,2,33.12,33.79
1054,0,2,33.79,33.75
1056,0,2,33.75,34.1
1058,0,2,34.1,34.05
1100,0,2,34.05,34.02
1102,0,2,34.02,33.31
1104,0,2,33.31,32.49
1106,0,2,32.49,31.37
1108,0,2,31.37,30.23
1110,0,2,30.23,29.17
1112,0,2,29.17,28.32
1114,0,2,28.32,27.55
1116,0,2,27.55,26.78
1118,0,2,26.78,25.89
1120,0,2,25.89,25.13
1122,0,2,25.13,24.56
1124,0,2,24.56,24.48
1126,0,2,24.48,24.16
1128,0,2,24.16,24.08
1130,0,2,24.08,23.74
1132,0,2,23.74,23.65
1134,0,2,23.65,23.4
1136,0,2,23.4,23.51
1138,0,2,23.51,23.35
1140,0,2,23.35,23.44
1142,0,2,23.44,23.51
1144,0,2,23.51,23.6
1146,0,2,23.6,23.42
1148,0,2,23.42,23.35
1150,0,2,23.35,23.52
1152,0,2,23.52,23.3
1154,0,2,23.3,23.32
1156,0,2,23.32,23.44
1158,0,2,23.44,23.43
1200,0,2,23.43,23.95
1202,0,2,23.95,24.22
1204,0,2,24.22,25.06
1206,0,2,25.06,25.2
1208,0,2,25.2,25.54
1210,0,2,25.54,26.5
1212,0,2,26.5,27.15
1214,0,2,27.15,28.41
1216,0,2,28.41,29.61
1218,0,2,29.61,30.82
1220,0,2,30.82,31.89
1222,0,2,31.89,33.14
1224,0,2,33.14,34.15
1226,0,2,34.15,35.2
1228,0,2,35.2,36.27
1230,0,2,36.27,37.07
1232,0,2,37.07,37.93
1234,0,2,37.93,38.86
1236,0,2,38.86,39.62
1238,0,2,39.62,40.3
1240,0,2,40.3,40.6
1242,0,2,40.6,41.12
1244,0,2,41.12,41.69
1246,0,2,41.69,42.17
1248,0,2,42.17,43.07
1250,0,2,43.07,43.77
1252,0,2,43.77,44.26
1254,0,2,44.26,44.47
1256,0,2,44.47,44.54
1258,0,2,44.54,44.44
1300,0,2,44.44,43.88
1302,0,2,43.88,43.51
1304,0,2,43.51,43.13
1306,0,2,43.13,41.88
1308,0,2,41.88,41.26
1310,0,2,41.26,40.06
1312,0,2,40.06,39.11
1314,0,2,39.11,38.32
1316,0,2,38.32,37.79
1318,0,2,37.79,37.04
1320,0,2,37.04,36.23
1322,0,2,36.23,35.14
1324,0,2,35.14,33.87
1326,0,2,33.87,32.72
1328,0,2,32.72,31.31
1330,0,2,31.31,30.16
1332,0,2,30.16,28.6
1334,0,2,28.6,27.21
1336,0,2,27.21,26.03
1338,0,2,26.03,25.08
1340,0,2,25.08,24.11
1342,0,2,24.11,23.33
1344,0,2,23.33,22.54
1346,0,2,22.54,22.03
1348,0,2,22.03,21.12
1350,0,2,21.12,20.7
1352,0,2,20.7,20.23
1354,0,2,20.23,19.79
1356,0,2,19.79,19.62
1358,0,2,19.62,19.46
1400,0,2,19.46,19.4
1402,0,2,19.4,19.3
1404,0,2,19.3,19.33
1406,0,2,19.33,19.53
1408,0,2,19.53,19.65
1410,0,2,19.65,19.86
1412,0,2,19.86,19.96
1414,0,2,19.96,20.28
1416,0,2,20.28,20.61
1418,0,2,20.61,20.92
1420,0,2,20.92,21.24
1422,0,2,21.24,21.54
1424,0,2,21.54,21.81
1426,0,2,21.81,21.96
1428,0,2,21.96,22.14
1430,0,2,22.14,21.98
1432,0,2,21.98,21.96
1434,0,2,21.96,21.63
1436,0,2,21.63,21.23
1438,0,2,21.23,21.01
1440,0,2,21.01,20.64
1442,0,2,20.64,20.31
1444,0,2,20.31,19.84
1446,0,2,19.84,19.81
1448,0,2,19.81,20.3
1450,0,2,20.3,21.06
1452,0,2,21.06,21.91
1454,0,2,21.91,22.76
1456,0,2,22.76,23.75
1458,0,2,23.75,24.56
1500,0,2,24.56,25.42
1502,0,2,25.42,26.1
1504,0,2,26.1,26.77
1506,0,2,26.77,27.5
1508,0,2,27.5,28.12
1510,0,2,28.12,29.32
1512,0,2,29.32,30.49
1514,0,2,30.49,32.37
1516,0,2,32.37,34.56
1518,0,2,34.56,36.7
1520,0,2,36.7,38.9
1522,0,2,38.9,40.87
1524,0,2,40.87,43.01
1526,0,2,43.01,45.45
1528,0,2,45.45,48.03
1530,0,2,48.03,50.55
1532,0,2,50.55,53.04
1534,0,2,53.04,55.5
1536,0,2,55.5,57.63
1538,0,2,57.63,59.6
1540,0,2,59.6,61.31
1542,0,2,61.31,62.75
1544,0,2,62.75,63.98
1546,0,2,63.98,64.79
1548,0,2,64.79,65.66
1550,0,2,65.66,65.9
1552,0,2,65.9,66.01
1554,0,2,66.01,65.95
1556,0,2,65.95,65.96
1558,0,2,65.96,65.77
1600,0,2,65.77,65.8
1602,0,2,65.8,65.79
1604,0,2,65.79,65.83
1606,0,2,65.83,65.4
1608,0,2,65.4,65.11
1610,0,2,65.11,64.7
1612,0,2,64.7,64.51
1614,0,2,64.51,64.39
1616,0,2,64.39,64.32
1618,0,2,64.32,64.36
1620,0,2,64.36,64.41
1622,0,2,64.41,64.36
1624,0,2,64.36,64.24
1626,0,2,64.24,64.17
1628,0,2,64.17,64.03
1630,0,2,64.03,63.72
1632,0,2,63.72,63.48
1634,0,2,63.48,63.46
1636,0,2,63.46,63.53
1638,0,2,63.53,63.25
1640,0,2,63.25,63.2
1642,0,2,63.2,62.66
1644,0,2,62.66,61.95
1646,0,2,61.95,61.42
1648,0,2,61.42,60.73
1650,0,2,60.73,59.93
1652,0,2,59.93,58.91
1654,0,2,58.91,57.93
1656,0,2,57.93,56.93
1658,0,2,56.93,55.91
1700,0,2,55.91,55.03
1702,0,2,55.03,54.1
1704,0,2,54.1,53.16
1706,0,2,53.16,52.3
1708,0,2,52.3,51.25
1710,0,2,51.25,50.31
1712,0,2,50.31,49.48
1714,0,2,49.48,48.43
1716,0,2,48.43,47.17
1718,0,2,47.17,46.01
1720,0,2,46.01,44.86
1722,0,2,44.86,43.4
1724,0,2,43.4,42
1726,0,2,42,40.79
1728,0,2,40.79,39.72
1730,0,2,39.72,38.74
1732,0,2,38.74,37.87
1734,0,2,37.87,36.83
1736,0,2,36.83,36.42
1738,0,2,36.42,35.6
1740,0,2,35.6,36.11
1742,0,2,36.11,36.53
1744,0,2,36.53,36.8
1746,0,2,36.8,36.83
1748,0,2,36.83,37.07
1750,0,2,37.07,36.9
1752,0,2,36.9,36.28
1754,0,2,36.28,35.62
1756,0,2,35.62,34.78
1758,0,2,34.78,34.09
1800,0,2,34.09,33.36
1802,0,2,33.36,32.71
1804,0,2,32.71,31.55
1806,0,2,31.55,30.48
1808,0,2,30.48,29.54
1810,0,2,29.54,28.7
1812,0,2,28.7,27.88
1814,0,2,27.88,26.91
1816,0,2,26.91,26.37
1818,0,2,26.37,25.71
1820,0,2,25.71,25.91
1822,0,2,25.91,26.06
1824,0,2,26.06,26.77
1826,0,2,26.77,27.62
1828,0,2,27.62,28.81
1830,0,2,28.81,30.1
1832,0,2,30.1,31.54
1834,0,2,31.54,32.88
1836,0,2,32.88,34.37
1838,0,2,34.37,36.07
1840,0,2,36.07,38
1842,0,2,38,39.72
1844,0,2,39.72,41.46
1846,0,2,41.46,43.16
1848,0,2,43.16,44.8
1850,0,2,44.8,46.55
1852,0,2,46.55,48.32
1854,0,2,48.32,50
1856,0,2,50,51.54
1858,0,2,51.54,52.71
1900,0,2,52.71,53.65
1902,0,2,53.65,54.62
1904,0,2,54.62,55.25
1906,0,2,55.25,55.75
1908,0,2,55.75,55.93
1910,0,2,55.93,56.2
1912,0,2,56.2,56.51
1914,0,2,56.51,56.89
1916,0,2,56.89,57.22
1918,0,2,57.22,57.53
1920,0,2,57.53,57.68
1922,0,2,57.68,58.17
1924,0,2,58.17,58.46
1926,0,2,58.46,58.88
1928,0,2,58.88,59.22
1930,0,2,59.22,59.2
1932,0,2,59.2,59.34
1934,0,2,59.34,59.17
1936,0,2,59.17,59.16
1938,0,2,59.16,59.27
1940,0,2,59.27,59.46
1942,0,2,59.46,59.44
1944,0,2,59.44,59.51
1946,0,2,59.51,59.59
1948,0,2,59.59,59.78
1950,0,2,59.78,59.85
1952,0,2,59.85,60
1954,0,2,60,59.87
1956,0,2,59.87,59.9
1958,0,2,59.9,60.1
2000,0,2,60.1,60.3
2002,0,2,60.3,60.64
2004,0,2,60.64,60.48
2006,0,2,60.48,60.09
2008,0,2,60.09,59.62
2010,0,2,59.62,59.46
2012,0,2,59.46,58.78
2014,0,2,58.78,58.16
2016,0,2,58.16,57.24
2018,0,2,57.24,56.34
2020,0,2,56.34,55.92
2022,0,2,55.92,55.21
2024,0,2,55.21,54.86
2026,0,2,54.86,54.1
2028,0,2,54.1,53.44
2030,0,2,53.44,52.67
2032,0,2,52.67,52.11
2034,0,2,52.11,51.4
2036,0,2,51.4,50.68
2038,0,2,50.68,49.82
2040,0,2,49.82,48.7
2042,0,2,48.7,47.59
2044,0,2,47.59,46.63
2046,0,2,46.63,45.42
2048,0,2,45.42,43.91
2050,0,2,43.91,42.57
2052,0,2,42.57,41.43
2054,0,2,41.43,40.93
2056,0,2,40.93,40.27
2058,0,2,40.27,39.93
2100,0,2,39.93,39.53
2102,0,2,39.53,39.23
2104,0,2,39.23,39.86
2106,0,2,39.86,40.71
2108,0,2,40.71,41.82
2110,0,2,41.82,42.97
2112,0,2,42.97,44.25
2114,0,2,44.25,46.17
2116,0,2,46.17,47.63
2118,0,2,47.63,49.5
2120,0,2,49.5,50.99
2122,0,2,50.99,52.35
2124,0,2,52.35,53.47
2126,0,2,53.47,54.53
2128,0,2,54.53,55.8
2130,0,2,55.8,56.7
2132,0,2,56.7,57.79
2134,0,2,57.79,58.41
2136,0,2,58.41,59.27
2138,0,2,59.27,59.88
2140,0,2,59.88,60.54
2142,0,2,60.54,61.26
2144,0,2,61.26,61.83
2146,0,2,61.83,62.58
2148,0,2,62.58,62.99
2150,0,2,62.99,63.38
2152,0,2,63.38,64.05
2154,0,2,64.05,64.48
2156,0,2,64.48,64.7
2158,0,2,64.7,65.04
2200,0,2,65.04,65.2
2202,0,2,65.2,65.28
2204,0,2,65.28,65.17
2206,0,2,65.17,65.17
2208,0,2,65.17,64.91
2210,0,2,64.91,64.76
2212,0,2,64.76,64.97
2214,0,2,64.97,64.89
2216,0,2,64.89,65.24
2218,0,2,65.24,65.31
2220,0,2,65.31,65.57
2222,0,2,65.57,65.72
2224,0,2,65.72,65.92
2226,0,2,65.92,65.93
2228,0,2,65.93,66.12
2230,0,2,66.12,66.26
2232,0,2,66.26,66.47
2234,0,2,66.47,66.68
2236,0,2,66.68,66.96
2238,0,2,66.96,67.31
2240,0,2,67.31,67.26
2242,0,2,67.26,67.3
2244,0,2,67.3,67.45
2246,0,2,67.45,67.49
2248,0,2,67.49,67.59
2250,0,2,67.59,67.47
2252,0,2,67.47,67.54
2254,0,2,67.54,67.74
2256,0,2,67.74,67.69
2258,0,2,67.69,67.82
2300,0,2,67.82,67.77
2302,0,2,67.77,67.87
2304,0,2,67.87,67.85
2306,0,2,67.85,67.94
2308,0,2,67.94,68.07
2310,0,2,68.07,68.28
2312,0,2,68.28,68.44
2314,0,2,68.44,68.69
2316,0,2,68.69,68.75
2318,0,2,68.75,68.68
2320,0,2,68.68,68.81
2322,0,2,68.81,68.88
2324,0,2,68.88,68.76
2326,0,2,68.76,68.96
2328,0,2,68.96,69.08
2330,0,2,69.08,69.21
2332,0,2,69.21,69.24
2334,0,2,69.24,69.61
2336,0,2,69.61,69.77
2338,0,2,69.77,70.06
2340,0,2,70.06,70.2
2342,0,2,70.2,70.19
2344,0,2,70.19,70.08
2346,0,2,70.08,69.89
2348,0,2,69.89,69.75
2350,0,2,69.75,69.79
2352,0,2,69.79,69.73
2354,0,2,69.73,69.64
2356,0,2,69.64,70
2358,0,2,70,70.18
0,0,3,70.18,70.38
2,0,3,70.38,70.38
4,0,3,70.38,70.59
6,0,3,70.59,70.77
8,0,3,70.77,71.01
10,0,3,71.01,71.39
12,0,3,71.39,71.79
14,0,3,71.79,71.94
16,0,3,71.94,71.9
18,0,3,71.9,71.82
20,0,3,71.82,71.65
22,0,3,71.65,71.42
24,0,3,71.42,71.26
26,0,3,71.26,70.98
28,0,3,70.98,70.87
30,0,3,70.87,70.77
32,0,3,70.77,70.71
34,0,3,70.71,70.7
36,0,3,70.7,70.51
38,0,3,70.51,70.68
40,0,3,70.68,70.49
42,0,3,70.49,70.53
44,0,3,70.53,70.26
46,0,3,70.26,70.19
48,0,3,70.19,70.18
50,0,3,70.18,70.25
52,0,3,70.25,70.33
54,0,3,70.33,70.71
56,0,3,70.71,70.97
58,0,3,70.97,71.28
100,0,3,71.28,71.35
102,0,3,71.35,71.7
104,0,3,71.7,71.97
106,0,3,71.97,72.12
108,0,3,72.12,72.52
110,0,3,72.52,72.69
112,0,3,72.69,72.94
114,0,3,72.94,72.96
116,0,3,72.96,73.27
118,0,3,73.27,73.23
120,0,3,73.23,73.49
122,0,3,73.49,73.63
124,0,3,73.63,73.77
126,0,3,73.77,73.87
128,0,3,73.87,74.04
130,0,3,74.04,74.08
132,0,3,74.08,74.39
134,0,3,74.39,74.47
136,0,3,74.47,74.6
138,0,3,74.6,74.7
140,0,3,74.7,74.65
142,0,3,74.65,74.57
144,0,3,74.57,74.53
146,0,3,74.53,74.78
148,0,3,74.78,74.61
150,0,3,74.61,74.79
152,0,3,74.79,74.74
154,0,3,74.74,74.77
156,0,3,74.77,74.58
158,0,3,74.58,74.58
200,0,3,74.58,74.64
202,0,3,74.64,74.45
204,0,3,74.45,74.48
206,0,3,74.48,74.31
208,0,3,74.31,74.35
210,0,3,74.35,74.25
212,0,3,74.25,74.58
214,0,3,74.58,74.52
216,0,3,74.52,74.43
218,0,3,74.43,74.78
